member_casual,end_station_name,end_count
casual,Greenwood Ave & 91st St,82
casual,Homewood Ave & 115th St,82
casual,Public Rack - Pulaski Rd & Armitage Ave,82
casual,Public Rack - Monticello Ave & Belmont Ave,82
casual,Ashland Ave & 63rd St,81
casual,Greenwood Ave & 79th St,81
casual,Washtenaw Ave & Peterson Ave,81
casual,Major Taylor Trail & 124th St,81
casual,Public Rack - Hamlin Ave & Fullerton Ave,81
casual,Kenneth Ave & 50th St,80
casual,Clyde Ave & 87th St,79
casual,Central Park Ave & Ohio St,78
casual,Virginia Ave & Catalpa Ave,77
casual,Central Ave & Madison St,76
casual,Ewing Ave & Burnham Greenway,76
casual,Laramie Ave & Kinzie St,75
casual,California & 16th St,74
casual,Maryland Ave & 104th St,74
casual,Cottage Grove Ave & 111th Pl,74
casual,State St & 123rd St,73
casual,Ashland Ave & 74th St,73
casual,Western Ave & Lake St,73
casual,East End Ave & 87th St,73
casual,Phillips Ave & 83rd St,73
casual,Cicero Ave & Flournoy St,73
casual,Public Rack - Milwaukee Ave & Haussen Ct,73
casual,Loomis St & 89th St,72
casual,Bennett Ave & 79th St,72
casual,Kedzie Ave & 110th St,72
casual,Eggleston Ave & 92nd St,72
casual,Fairfield Ave & 44th St,72
casual,Mason Ave & Belmont Ave,72
casual,Washtenaw Ave & Madison St,72
casual,Major Taylor Trail & 115th St,72
casual,Kildare Ave & 47th St,71
casual,Vincennes Ave & 75th St,71
casual,Richmond St & Lincoln Ave,70
casual,Doty Ave & 111th St,69
casual,State St & Pershing Rd,69
casual,Washtenaw Ave & Superior St,68
casual,Public Rack - Rockwell Ave & Touhy Ave ,68
casual,Public Rack - Spaulding Ave & North Ave,68
casual,Kostner Ave & 63rd St,67
casual,Constance Ave & 95th St,67
casual,La Villita Park (Albany/30th),67
casual,State St & 54th St,66
casual,Loomis Blvd & 84th St,66
casual,Public Rack - Cicero Ave & Wrightwood Ave,66
casual,Torrence Ave & 126th Pl,65
casual,Major Ave & Bloomingdale Ave,65
casual,Mulligan Ave & Wellington Ave,65
casual,Western & 28th - Velasquez Institute Vaccination Site,65
casual,MTV Hubbard St,64
casual,Eberhart Ave & 91st St,64
casual,Evans Ave & 75th St,63
casual,Halsted St & 73rd St,63
casual,California Ave & 36th St,63
casual,Avenue O & 134th St,62
casual,Halsted St & 56th St,62
casual,Maplewood Ave & 59th St,62
casual,MLK Jr Dr & 83rd St,60
casual,Ashland Ave & 78th St,60
casual,Kostner Ave & Lake St,60
casual,Michigan Ave & 114th St,60
casual,Hamlin Ave & 62nd Pl,60
casual,Elizabeth St & 47th St,59
casual,Morgan St & Pershing Rd,59
casual,South Chicago Ave & 83rd St,59
casual,Public Rack - Keystone Ave & North Ave,59
casual,Public Rack - Spaulding Ave & Evergreen Ave,59
casual,Halsted St & 111th St,57
casual,Stewart Ave & 83rd St,57
casual,Public Rack - Washtenaw Ave & Devon Ave,57
casual,Hyde Park Blvd & 55th St,57
casual,Halsted St & 59th St,56
casual,Richmond St & 59th St,56
casual,Albany Ave & Douglas Blvd,56
casual,Springfield Ave & 47th St,56
casual,Stony Island Ave & South Chicago Ave,56
casual,Pulaski Rd & 60th St,55
casual,Hegewisch Metra Station,55
casual,Cottage Grove Ave & 78th St,55
casual,Altgeld Gardens,54
casual,Halsted St & 69th St,54
casual,Public Rack - Lawndale Ave & Diversey Ave,54
casual,Kildare Ave & 26th St,53
casual,Racine Ave & 109th Pl,53
casual,Spaulding Ave & 63rd St,53
casual,Monticello Ave & Chicago Ave,53
casual,Francisco Ave & Hollywood Ave,53
casual,Narragansett & McLean,52
casual,Public Rack - Sacramento Ave & Devon Ave,52
casual,May St & 69th St,51
casual,Kostner Ave & Adams St,51
casual,Oketo Ave & Addison St,51
casual,Public Rack - Hamlin Ave & Grand Ave,51
casual,Throop St & 52nd St,50
casual,Eberhart Ave & 131st St,50
casual,Central Park Ave & Douglas Blvd,50
casual,Racine Ave & 61st St,49
casual,Kenton Ave & Madison St,49
casual,Halsted St & 104th St,48
casual,Campbell Ave & 51st St,47
casual,Meade Ave & Addison St,47
casual,Ada St & 113th St,46
casual,Racine Ave & 65th St,46
casual,Summit Ave & 86th St,46
casual,Leamington Ave & Hirsch St,46
casual,Stony Island Ave & 82nd St,46
casual,Bradley Park,45
casual,Hoyne Ave & 34th St,45
casual,Oglesby Ave & 100th St,45
casual,Campbell Ave & Montrose Ave (Temp),45
casual,Public Rack - Eli Whitney Public School,45
casual,Public Rack - Jonathan Y Scammon Public School,44
casual,Public Rack - Hamlin Ave & Montrose Ave,43
casual,Lawndale Ave & 16th St,42
casual,Western Blvd & 49th St,42
casual,Vincennes Ave & 104th St,42
casual,Public Rack - Western Ave & Jarvis Ave,42
casual,Public Rack - Karlov Ave & Kamerling Ave,42
casual,Lavergne Ave & 46th St,41
casual,Mozart Elementary School,41
casual,Robert Fulton Elementary School,41
casual,Public Rack - Kostner Ave & Armitage Ave,41
casual,Tripp Ave & 31st St,40
casual,Pulaski & Ann Lurie Pl,40
casual,Marshfield Ave & 59th St,39
casual,Spaulding Ave & 16th St,39
casual,Laramie Ave & Gladys Ave,38
casual,Sacramento Ave & 25th St,38
casual,Public Rack - Washtenaw Ave & Superior St,38
casual,Troy Ave & 27th St,38
casual,Nordica & Medill,37
casual,Greenwood Ave & 97th St,37
casual,Central Park & Augusta Blvd,37
casual,Public Rack - Milwaukee Ave & School St,37
casual,Carpenter St & 63rd St,37
casual,Public Rack - Pulaski Rd & Fullerton Ave,37
casual,State St & 76th St,36
casual,Kedzie Ave & 61st Pl,36
casual,Long Ave & North Ave,36
casual,Rhodes Ave & 71st St,36
casual,Milwaukee Ave & Diversey Ave,36
casual,Public Rack - Western Ave & Devon Ave,36
casual,Public Rack - Keystone Ave & Irving Park Rd,36
casual,Commercial Ave & 100th St,35
casual,Keeler Ave & Roosevelt Rd,35
casual,Public Rack - Lorel Ave & Grand Ave,35
casual,Public Rack - Kedvale Ave & Avondale Ave,35
casual,Menard Ave & Division St,34
casual,Bloomingdale Ave & Harlem Ave,34
casual,Public Rack - Kenton Ave & Palmer St,34
casual,Public Rack - Western Blvd & 49th St,34
casual,Public Rack - Fullerton Ave & Narragansett Ave,34
casual,Public Rack - Kedzie Ave & Argyle St,34
casual,Damen Ave & 33rd St,33
casual,Damen Ave & 74th St,33
casual,Kedzie Ave & 104th St,33
casual,Woodlawn Ave & 75th St,33
casual,Public Rack - Lake Shore Dr & Hayes Dr,33
casual,Public Rack - California Ave & Ogden Ave,33
casual,Public Rack - Lockwood Ave & Diversey Ave,33
casual,Public Rack - Kilbourn Ave & Fullerton Ave,33
casual,Halsted St & 63rd St,32
casual,Wabash Ave & 83rd St,32
casual,Calumet Ave & 71st St,32
casual,Base - 2132 W Hubbard,31
casual,Harlem Ave & Grace St,31
casual,Public Rack - Milwaukee Ave & Addison St,31
casual,Yates Blvd & 93rd St,30
casual,Plainfield & Irving Park,30
casual,Lavergne Ave & Division St,30
casual,Harold Washington Park,29
casual,Whipple St & Roosevelt Rd,29
casual,Roscoe & Harlem,28
casual,Public Rack - Laramie Ave & Belmont Ave,28
casual,Elizabeth St & 59th St,28
casual,Kildare & Cermak,27
casual,Rockwell St & 63rd St,26
casual,Lafayette Ave & 95th St,26
casual,Public Rack - Sawyer Ave & Lawrence Ave,26
casual,Walden Pkwy & 103rd St,25
casual,Marquette Ave & 79th St,25
casual,Sacramento Blvd & Fulton Ave,25
casual,Public Rack - Spaulding Ave & Foster Ave,25
casual,Augusta Blvd & Laramie Ave,25
casual,Kildare Ave & 55th St,24
casual,Homan Ave & Fillmore St,24
casual,Public Rack - Christiana Ave & Lawrence Ave,24
casual,Ashland Ave & 66th St,24
casual,Wentworth Ave & 104th St,23
casual,Public Rack - Kildare Ave & Division St,23
casual,Public Rack - Menard Ave & Dakin St - midblock,23
casual,Avenue L & 114th St,23
casual,Kedzie Ave & 54th St - SE,22
casual,Newcastle Ave & Belden Ave,22
casual,Public Rack - Austin Ave & Wrightwood Ave,22
casual,Hyde Park Blvd & 53rd St,22
casual,Mozart St & Jackson Blvd,22
casual,Menard Ave & North Ave,21
casual,Public Rack - Jensen Park,21
casual,Milwaukee Ave & Haussen Ct,21
casual,Public Rack - Drake Ave & Leland Ave,21
casual,Pulaski & 52nd,21
casual,Troy St & Jackson Blvd,21
casual,Steelworkers Park,20
casual,Western Ave & Jarvis Ave,20
casual,Public Rack - Chopin Park,20
casual,Public Rack - Laramie Ave & Grand Ave,20
casual,Public Rack - Cicero Ave & Cortland St - midblock,20
casual,Panama Ave & Grace St,20
casual,Pulaski Rd & Fullerton Ave,20
casual,Kedzie Ave & 58th St,19
casual,Kimbark Ave & 67th St,19
casual,Public Rack - Woodlawn Ave & 63rd St N,19
casual,Public Rack - Laramie Ave & Fullerton Ave,19
casual,Base - 2132 W Hubbard Warehouse,18
casual,Public Rack - Austin Ave & Roscoe St,18
casual,Public Rack - Cicero Ave & Roscoe St,18
casual,Public Rack - Cicero Ave & Altgeld St,18
casual,Public Rack - Avers Ave & Irving Park Rd,18
casual,Public Rack - Spaulding Ave & Bryn Mawr Ave,18
casual,Public Rack - Sacramento Ave & Greenleaf Ave,18
casual,Pulaski Rd & 44th St,18
casual,Public Rack - California Ave & Devon Ave - NW,18
casual,Lowell Ave & Elston Ave,17
casual,Pulaski Rd & Armitage Ave,17
casual,Sacramento Blvd & Polk St,17
casual,Jonathan Y Scammon Public School,17
casual,Public Rack - Avers Ave & Ogden Ave,17
casual,Public Rack - Western Ave & 96th St,17
casual,Public Rack - St Louis Ave & Berteau Ave,17
casual,Monticello Ave & Belmont Ave,17
casual,N Narragansett Ave & Grand Ave,17
casual,Western Ave & 62nd St,16
casual,Christiana Ave & Archer Ave,16
casual,South Chicago Ave & Elliot Ave,16
casual,Public Rack - State ST & 42nd St,16
casual,Public Rack - Karlov Ave & Milwaukee Ave,16
casual,Public Rack - California Ave & Touhy Ave - NW,16
casual,Martin Luther King Dr & 111th St,16
casual,Public Rack - Grand Ave & North Ave,16
casual,Wood St & 103rd St,15
casual,Kildare Ave & Division St,15
casual,North Ave & New England Ave,15
casual,Pubic Rack - Pulaski Rd & 41st,15
casual,Public Rack - Calumet Ave & 51st St,15
casual,Public Rack - Avondale Ave & Addison St,15
casual,Public Rack - Woodlawn Ave & 63rd St - SE,15
casual,Public Rack - Laramie Ave & Warwick Ave,15
casual,Milwaukee Ave & Addison St,15
casual,Public Rack - Rockwell & Division,15
casual,Western Ave & 28th St,14
casual,Christiana Ave & 55th St,14
casual,Springfield Ave & 63rd St,14
casual,Homewood Ave & Monterey Ave,14
casual,Spaulding Ave & Evergreen Ave,14
casual,Public Rack - Komensky Ave & 26th St,14
casual,Public Rack - Campbell Ave & Pratt Blvd,14
casual,Public Rack - Kostner Ave & Diversey Ave,14
casual,Kedzie Ave & 63rd St,14
casual,Public Rack - Cicero Ave & Wellington Ave,14
casual,Public Rack - Linder Ave & Belmont Ave,14
casual,Racine Ave & 76th,13
casual,Spaulding Ave & North Ave,13
casual,Hamlin Ave & Fullerton Ave,13
casual,Cicero Ave & Wrightwood Ave,13
casual,Christiana Ave & Belmont Ave,13
casual,Public Rack - Menard Ave & Grand Ave,13
casual,Public Rack - McCormick Blvd & Devon Ave,13
casual,Public Rack - Narragansett Ave & Fullerton Ave,13
casual,Avers Ave & Archer Ave,13
casual,Divvy Valet - Oakwood Beach,13
casual,Abbott Park,13
casual,Kedzie Ave & Archer Ave,13
casual,Kedzie Ave & 54th St - SW,13
casual,Public Rack - Central Ave & George St,13
casual,Kolin Ave & Archer Ave,12
casual,Kedvale Ave & Avondale Ave,12
casual,Western Ave & 111th St - NW,12
casual,Greenwood Ave & Lake Park Ave,12
casual,Public Rack - Harold Washington Park,12
casual,Public Rack - Kimball Ave & Carmen Ave,12
casual,Public Rack - South Shore Dr & 71st St,12
casual,Keystone Ave & North Ave,12
casual,Neva Ave & Grand Ave,11
casual,Kildare Ave & Chicago Ave,11
casual,Laramie Ave & Fullerton Ave,11
casual,Public Rack - Champlain Ave & 65th St,11
casual,Western Ave & 111th St - SW,11
casual,Public Rack - Hamlin Ave & Chicago Ave,11
casual,Kedzie Ave & 64th St - SW,11
casual,Wood St & 47th St,11
casual,Albany Ave & 63rd St,10
casual,Public Rack - Zapata Academy,10
casual,Prairie Ave & 47th St - midblock,10
casual,Public Rack - Colfax Ave & 83rd St,10
casual,63rd & Western Ave - north corner,10
casual,Western Ave & 79th St,10
casual,Western Ave & 92nd Pl,10
casual,Torrence Ave  & 106th St,10
casual,Public Rack - Lawndale Ave & 63rd St,10
casual,Western Ave & 100th St,10
casual,Public Rack - Kostner Ave & North Ave,10
casual,Kedzie Ave & Pershing Rd,10
casual,Eli Whitney Public School,10
casual,Tripp Ave & 15th St,10
casual,Rockwell & 111th St,9
casual,Kenton Ave & Palmer St,9
casual,Public Rack - Wood St & 103rd St,9
casual,Public Rack - Pulaski Rd & 44th St,9
casual,Public Rack - Central Ave & North Ave,9
casual,Public Rack - Melvina Ave & Belmont Ave,9
casual,Hamlin Ave & Grand Ave,9
casual,Public Rack - Lawndale Ave & 23rd St,9
casual,Public Rack - Christiana Ave & Archer Ave,9
casual,Strohacker Park,8
casual,Pulaski Rd & 41st,8
casual,Bell Ave & 95th St,8
casual,Indiana Ave & 133rd St,8
casual,Komensky Ave & 59th St,8
casual,Western Ave & 118th St,8
casual,Karlov Ave & Kamerling Ave,8
casual,St Louis Ave & Berteau Ave,8
casual,Public Rack - Western Ave & 47th Pl,8
casual,Bissell St & Armitage Ave - Charging,8
casual,Public Rack - Leclaire Ave & Division St,8
casual,Public Rack - Woodlawn Ave & 63rd St - NE,8
casual,Woodlawn & 103rd - Olive Harvey Vaccination Site,8
casual,Public Rack - Cicero Ave & North Ave,8
casual,Public Rack - Chase Ave & Touhy Ave - NE,8
casual,Public Rack - Prairie Ave & Garfield Blvd,8
casual,Lawndale Ave & Diversey Ave,8
casual,Western Ave & 106th St - East,8
casual,Public Rack - Midway Orange Line,8
casual,Public Rack - Marquette Rd & 67th St,8
casual,Ada St & 79th St,7
casual,Justine St & 87th St,7
casual,Jeffrey Blvd & 71st St,7
casual,Rockwell Ave & Touhy Ave ,7
casual,Sacramento Ave & Devon Ave,7
casual,Sacramento Ave & Greenleaf Ave,7
casual,Public Rack - Kedzie Ave & Archer Ave,7
casual,Public Rack - Talman Ave & Pershing Rd,7
casual,Public Rack - Central Park Ave & Ogden Ave,7
casual,Mayfield & Roosevelt Rd,7
casual,Parkside Ave & Armitage Ave,7
casual,Kenneth Ave & 63rd St,7
casual,Public Rack - Pulaski Rd & Roosevelt Rd,7
casual,Public Rack - Ashland Ave & 91st St,7
casual,Cicero Ave & Roscoe St,7
casual,Hamlin Ave & Montrose Ave,7
casual,Milwaukee Ave & School St,7
casual,Public Rack - 532 E 43rd St,7
casual,S Wentworth Ave & W 111th St,7
casual,Public Rack - Kedvale Ave & Addison St,7
casual,Archer Park,7
casual,Hoyne Ave & 110th Pl,7
casual,Public Rack - Ashland Ave & 83rd St,7
casual,Public Rack - Kedzie Ave & 61st Pl E,7
casual,Public Rack - California Ave & Devon Ave - NE,7
casual,Public Rack - Kedzie Ave & 64th St - SW,7
casual,Walden Pkwy & 99th St,6
casual,Western Ave & 105th St,6
casual,Nagle Ave & Belmont Ave,6
casual,Central Ave & Corcoran Pl,6
casual,California Ave & Pershing Rd,6
casual,Keystone Ave & Irving Park Rd,6
casual,Public Rack - Tripp Ave & North Ave,6
casual,Harvard Ave & 103rd St,6
casual,Public Rack - Ashland Ave & 45th St,6
casual,Public Rack - Kenneth Ave & 63rd St E,6
casual,Buffalo Ave & 89th St,6
casual,Public Rack - Michele Clark Magnet High School,6
casual,Halsted St & 76th St,6
casual,Olive Harvey College,6
casual,Public Rack - Eberhart Ave & 61st St,6
casual,Public Rack - Legler Regional Library,6
casual,Talman Ave & 51st St - midblock,6
casual,Hiawatha Park,6
casual,Public Rack - Oketo Ave & Belmont Ave,6
casual,Pulaski Rd & 51st Rd,6
casual,Public Rack - Sawyer Ave & Bryn Mawr Ave - SW,6
casual,Mt Greenwood Library - South,6
casual,Pullman - Walmart,5
casual,Kostner Ave & North Ave,5
casual,Laramie Ave & Grand Ave,5
casual,Lafayette Ave & 119th St,5
casual,Cottage Grove Ave & 98th St,5
casual,Public Rack - Pulaski & 52nd,5
casual,California Ave & Devon Ave - NE,5
casual,California Ave & Devon Ave - NW,5
casual,Public Rack - Homan Ave & 26th St,5
casual,Public Rack - Exchange Ave & 73rd Pl,5
casual,Public Rack - Lawndale Ave & Polk St,5
casual,Public Rack - Walden Pkwy & 103rd St,5
casual,Public Rack - Austin Ave & Wellington Ave,5
casual,Public Rack - Greenwood Ave & Lake Park Ave,5
casual,Public Rack - Christiana Ave & Bryn Mawr Ave,5
casual,Public Rack - Latrobe Ave & Lake St,5
casual,Mackinaw Ave & 106th St,5
casual,Throop St & 58th St,5
casual,Homan Ave & 111th St,5
casual,Public Rack - Kedzie Ave & 61st Pl W,5
casual,Public Rack - Central Ave & Corcoran Pl,5
casual,Public Rack - Francisco Ave & Touhy Ave,5
casual,Halsted St & 80th St,5
casual,Winchester Ave & 87th St,5
casual,111th St - Morgan Park Metra,5
casual,Public Rack - Pulaski Rd & Lake St,5
casual,Central Ave & Congress Pkwy,5
casual,Public Rack - Stony Island & 87th St,5
casual,63rd & Western Ave - south corner,5
casual,Pullman - Ross Dress for Less,5
casual,Austin Ave & Roscoe St,4
casual,Harvard Ave & 119th St,4
casual,Washtenaw Ave & 63rd St,4
casual,New England Ave & Grace St,4
casual,Public Rack - Wood St & 47th St,4
casual,Public Rack - Pulaski Rd & Grenshaw St,4
casual,Public Rack - Woodlawn Ave & 63rd St S,4
casual,Public Rack - Whipple St & 26th St,4
casual,Public Rack - Penn Elementary School / KIPP Ascend Middle School,4
casual,Public Rack - Karlov Ave & 26th St,4
casual,Kilbourn Ave & Fullerton Ave,4
casual,Racine Ave & 74th St,4
casual,Cicero Ave & North Ave,4
casual,Commercial Ave & 89th St,4
casual,Public Rack - Abbott Park,4
casual,Cicero Ave & Wellington Ave,4
casual,Public Rack - Rockwell & 111th St,4
casual,Public Rack - Eggleston Ave & 115th St,4
casual,Public Rack - Kildare Ave & North Ave,4
casual,Public Rack - Menard Ave & Belmont Ave,4
casual,Cottage Grove Ave & 87th St,4
casual,Public Rack - Kedzie Ave & 63rd St,4
casual,Western Ave & 104th St - East,4
casual,Public Rack - Hyde Park Blvd & 55th St,4
casual,532 E 43rd St,4
casual,Avers Ave & Irving Park Rd,4
casual,Public Rack - King Dr & Oakwood Blvd,4
casual,Cottage Grove & 86th St,4
casual,Yates Blvd & Exchange Ave,4
casual,Calumet Ave & Garfield Blvd,4
casual,S Michigan Ave & E 118th St,4
casual,Public Rack - Langley Ave & 49th St,4
casual,Avenue J & 106th St,4
casual,Rutherford Ave & Belmont Ave,4
casual,Public Rack - Nagle Ave & Belmont Ave,4
casual,Public Rack - Ewing Ave & 107th St,4
casual,Public Rack - Normal Ave & 111th St,4
casual,Austin Branch Chicago Public Library,4
casual,Public Rack - Prairie Ave & 47th St ,4
casual,State St & 47th st,4
casual,Public Rack - La Moyne Ave and Leamington Ave,4
casual,Emerald Ave & 43rd St,4
casual,Kildare Ave & 63rd St,4
casual,Wallace St & 112 St,4
casual,Austin Ave & Wrightwood Ave,4
casual,Spaulding Ave & Bryn Mawr Ave,4
casual,Narragansett Ave & Fullerton Ave,4
casual,Public Rack - 10557 S Western Ave,4
casual,California Ave & Touhy Ave - NW,4
casual,Public Rack - Kedzie Ave & 60th St,4
casual,Pulaski Rd & 40th St,3
casual,Kedvale Ave & 63rd St,3
casual,Laramie Ave & Belmont Ave,3
casual,Public Rack - Hiawatha Park,3
casual,Martin Luther King Dr & 44th St,3
casual,Public Rack - Hoyne Ave & 51st St,3
casual,Public Rack - Hoyne Ave & 110th Pl,3
casual,Public Rack - Pulaski Rd & 51st Rd,3
casual,Public Rack - Jeffery Blvd & 81st St,3
casual,Public Rack - Western Ave & 105th St,3
casual,Public Rack - Austin Blvd & North Ave,3
casual,Public Rack - Hamlin Ave & Madison St,3
casual,Ozark Ave & Addison St,3
casual,Public Rack - Maplewood Ave & 47th St,3
casual,Morgan St & 87th St,3
casual,Public Rack - Kedzie Ave & Chicago Ave,3
casual,Hamlin Ave & Chicago Ave,3
casual,Public Rack - Western Ave & 110th St,3
casual,Public Rack - Kimbark Ave & 67th St,3
casual,Bishop St & 46th St,3
casual,Mason Ave & Roosevelt Rd,3
casual,DIVVY CASSETTE REPAIR MOBILE STATION,3
casual,Ashland Ave & 45th St - midblock south,3
casual,Grand Ave & North Ave,3
casual,Lafayette Ave & 87th St - SW,3
casual,Public Rack - Western Ave & 100th St,3
casual,Public Rack - Western Ave & 107th Pl,3
casual,Public Rack - Chase Ave & Touhy Ave - NW,3
casual,Public Rack - Kostner Ave & Wrightwood Ave,3
casual,Mackinaw Ave & 108th St,3
casual,Stewart Ave & 123rd St,3
casual,Public Rack - Langley Ave & Oakwood Blvd,3
casual,McCormick Blvd & Devon Ave,3
casual,Marshfield Ave & 45th St,3
casual,Menard Ave & Dakin St - midblock,3
casual,Damen Ave & 47th St,3
casual,Public Rack - Kedzie Ave & 62nd Pl,3
casual,Ellis Ave & 132nd Pl,3
casual,Claremont Ave & 71st St,3
casual,Trumbull Ave & 111th St,3
casual,Kimball Ave & Carmen Ave,3
casual,Halsted St & 95th St - SW,3
casual,Public Rack - Keeler Ave & 55th St,3
casual,Cicero Ave & Cortland St - midblock,3
casual,Harding Ave & 47th St,3
casual,Cicero Ave & Altgeld St,3
casual,Cottage Grove & 85th St,3
casual,Pittsburgh Ave & Irving Park,3
casual,Public Rack - Kedzie Ave & 58th St,3
casual,Public Rack - Pulaski Rd & 15th St,3
casual,Public Rack - Austin Ave & Wellington Ave - midblock,3
casual,Michigan Ave & 119th St,3
casual,Public Rack - Lorel Ave & Chicago Ave,3
casual,Ashland Ave & 45th St,3
casual,Pullman Community Center,3
casual,Ewing Ave & 112th St,3
casual,Sawyer Ave & Bryn Mawr Ave - SE,3
casual,Waller Ave & Chicago Ave,3
casual,Laflin St & 51st St,3
casual,Public Rack - Cornell Ave & 87th Pl,3
casual,Public Rack - Paxton Ave & 79th St,3
casual,Green St & 103rd St,3
casual,Public Rack - Stewart Ave & 123rd St,3
casual,Public Rack - Vincennes Ave & 95th St,3
casual,Wilton Ave & Diversey Pkwy - Charging,3
casual,Public Rack - Sawyer Ave & Bryn Mawr Ave - SE,3
casual,Wentworth Ave & 103rd St,3
casual,Longwood Dr & 95th St,2
casual,Princeton Ave & 43rd St,2
casual,Cottage Grove Ave & 92nd St,2
casual,Public Rack - Brainerd Park,2
casual,Mt Greenwood Library - North,2
casual,Martin Luther King Dr & 69th St,2
casual,Public Rack - Racine Ave & 74th St,2
casual,Public Rack - Ashland Ave & 63rd St,2
casual,Public Rack - Baltimore Ave & 132nd St,2
casual,Public Rack - N Narragansett Ave & Grand Ave,2
casual,Public Rack - California Ave & Touhy Ave - SW,2
casual,Maryland Ave & 87th ST,2
casual,Public Rack - Wallace St & 119th St,2
casual,Public Rack - Western Ave & 98th St,2
casual,Public Rack - Hyde Park Blvd & 53rd St,2
casual,Public Rack - Menard Ave & Agusta Blvd,2
casual,Public Rack - Walden Pkwy & 99th St,2
casual,Pullman - Planet Fitness,2
casual,Public Rack - Marshfield Ave & 87th St,2
casual,Public Rack - King Dr & 71st St,2
casual,Keeler Ave & 26th St,2
casual,Ashland Ave & 71st St,2
casual,Eggleston Ave & 115th St,2
casual,Nordica Ave & Addison St,2
casual,Halsted St & 95th St - SE,2
casual,Kedzie Ave & 64th St - SE,2
casual,Cottage Grove Ave & 91st St,2
casual,Public Rack - Western Ave & 92nd Pl,2
casual,Public Rack - Garfield Park Conservatory,2
casual,Kimbark Ave & 63rd St,2
casual,Langley Ave & 79th St,2
casual,Back of the Yards Park,2
casual,Keeler Ave & 55th St,2
casual,N Shore Channel Trail & Argyle Ave,2
casual,Halsted St & 64th St,2
casual,Public Rack - Milwaukee Ave & Waveland Ave,2
casual,Public Rack - Laporte Ave & Armitage Ave,2
casual,Public Rack - 111th St - Morgan Park Metra,2
casual,Public Rack - Central Park Ave & Fulton Blvd,2
casual,Ewing Ave & 101st St,2
casual,Lake Park Ave & 44th St,2
casual,Public Rack - Evans Ave & 63rd St,2
casual,Public Rack - Whipple St & 63rd St,2
casual,Public Rack - Ewing Ave & 96th St N,2
casual,Public Rack - Lafayette Ave & 95th St,2
casual,Avenue J & 112th St,2
casual,Chappel Ave & 71st St,2
casual,Keeler Ave & Madison St,2
casual,Orville T Bright School,2
casual,California Ave & Ogden Ave,2
casual,Public Rack - Central Park Ave & Fillmore St,2
casual,Calumet Ave & 103rd St,2
casual,Christiana Ave & 111th St,2
casual,Parnell Ave & 119th St,2
casual,S Aberdeen St & W 106th St,2
casual,Public Rack - Percy Julian HS,2
casual,Public Rack - Lawndale & 63rd St,2
casual,Newland Ave & Diversey Ave,2
casual,Ewing Ave & 96th St,2
casual,Ingleside Ave & 79th St,2
casual,Public Rack - Western Ave & 79th St,2
casual,Champlain Ave & 134th St,2
casual,Lawrence Ave & 103rd St,2
casual,Public Rack - Perry Ave & 108th Pl,2
casual,Sawyer Ave & Lawrence Ave,2
casual,Public Rack - Pulaski Rd & Flournoy St,2
casual,Public Rack - Kildare Ave & Division Ave,2
casual,10101 S Stony Island Ave,2
casual,Plainfield Ave & Irving Park Rd,2
casual,Public Rack - Robert Fulton Elementary School,2
casual,Public Rack - Marshfield Ave & 45th St,2
casual,Halsted St & 41st St,2
casual,Public Rack - King Dr & 115th St,2
casual,Harper Ave & 63rd St,2
casual,Cottage Grove Ave & 111th St,2
casual,Houston Ave & 91st St,2
casual,Public Rack - Kedvale Ave & 26th St,2
casual,Public Rack - Lamon Ave & Erie St,2
casual,Public Rack - Sawyer Ave & Chicago Ave,2
casual,Park Manor Elementary School,2
casual,Public Rack - Peterson Ave & Bernard Ave,2
casual,Cottage Grove Ave & 75th St,2
casual,Public Rack - Central Park Ave & 16th St,2
casual,Oleander Ave & Addison St,2
casual,Public Rack - Keeler Ave & 26th St,2
casual,Public Rack - Harvey Ave & North Ave,2
casual,Public Rack - Grand Ave & Lawndale Ave,2
casual,Public Rack - Avers Ave & Archer Ave,2
casual,Public Rack - Foster Ave & Drake Ave,2
casual,Piotrowski Park,2
casual,Sawyer Ave & 111th St,1
casual,Vincennes Ave & 87th St,1
casual,Baltimore Ave & 132nd St,1
casual,Kildare Ave & Washignton Blvd,1
casual,Public Rack - Neva Ave & Grand Ave,1
casual,The Montessori School of Englewood,1
casual,Public Rack - Emerald Ave & 43rd St,1
casual,Public Rack - Kedvale Ave & 63rd St,1
casual,Public Rack - Kimbark Ave & 63rd St,1
casual,Public Rack - Fairfield Ave & 63rd St,1
casual,Public Rack - Kedzie & 103rd St - East,1
casual,Public Rack - Albany Ave & 111th St - NW,1
casual,Public Rack - Cottage Grove Ave & 89th Pl,1
casual,Public Rack - California Ave & Pershing Rd,1
casual,Public Rack - Paul Revere Elementary School,1
casual,Public Rack - Kostner Ave & Lake St,1
casual,Public Rack - Kedzie Ave & 54th St - SW,1
casual,Public Rack - Kildare Ave & 63rd St,1
casual,Public Rack - Ave L & 105th St,1
casual,Public Rack - Newcastle Ave & Belmont Ave,1
casual,Longwood Dr & 111th St,1
casual,Menard Ave & Madison St,1
casual,Public Rack - Crandon Ave & 80th St,1
casual,Public Rack - Ewing Ave & 102nd St,1
casual,Milwaukee Ave & Waveland Ave,1
casual,Avers Ave & Ogden Ave,1
casual,Public Rack - Kedzie Ave & 61st Pl,1
casual,Public Rack - Ada St & 79th St,1
